PWSID,PWS_Name,Primacy_FINAL,Final_inst_update,Inst_Subtype
CA2800528,LINDA VISTA MUTUAL WATER CO,LPA58 - NAPA COUNTY,Mutual Benefit,Mutual Water Company
CA2801080,MILTON ROAD WATER COMPANY,LPA58 - NAPA COUNTY,Mutual Benefit,Mutual Water Company
CA2800516,TUCKER ACRES MUTUAL WATER CO.,LPA58 - NAPA COUNTY,Mutual Benefit,Mutual Water Company
CA2800525,LA TIERRA HEIGHTS MUTUAL,LPA58 - NAPA COUNTY,Mutual Benefit,Mutual Water Company
CA2800532,VAILIMA ESTATES MUTUAL WATER,LPA58 - NAPA COUNTY,Mutual Benefit,Mutual Water Company
CA2900511,SHADY LAKE WATER ASSOCIATION,LPA59 - NEVADA COUNTY,Mutual Benefit,Mutual Water Company
CA2900548,SIERRA ESTATES MUTUAL WATER COMPANY,LPA59 - NEVADA COUNTY,Mutual Benefit,Mutual Water Company
CA3010008,EASTSIDE WATER ASSOCIATION,DISTRICT 08 - SANTA ANA,Mutual Benefit,Mutual Water Company
CA3000519,HYNES ESTATES MUTUAL WATER CO.,DISTRICT 08 - SANTA ANA,Mutual Benefit,Mutual Water Company
CA3000618,LIBERTY PARK WATER ASSOCIATION,DISTRICT 08 - SANTA ANA,Mutual Benefit,Mutual Water Company
CA3010097,MIDWAY CITY MUTUAL WC,DISTRICT 08 - SANTA ANA,Mutual Benefit,Mutual Water Company
CA3000585,PAGE AVENUE MUTUAL WATER COMPANY,DISTRICT 08 - SANTA ANA,Mutual Benefit,Mutual Water Company
CA3000825,SOUTH MIDWAY CITY MUTUAL WATER CO.,DISTRICT 08 - SANTA ANA,Mutual Benefit,Mutual Water Company
CA3110019,SQUAW VALLEY MWC,DISTRICT 02 - LASSEN,Mutual Benefit,Mutual Water Company
CA3110031,WARD WELL WATER COMPANY,DISTRICT 02 - LASSEN,Mutual Benefit,Mutual Water Company
CA3100041,ALPINE MEADOWS PROPERTY OWNERS ASSO,LPA61 - PLACER COUNTY,Mutual Benefit,Mutual Water Company
CA3100058,DUTCH FLAT MUTUAL,LPA61 - PLACER COUNTY,Mutual Benefit,Mutual Water Company
CA3103310,EMIGRANT GAP MUTUAL WATER CO.,LPA61 - PLACER COUNTY,Mutual Benefit,Mutual Water Company
CA3100528,GOLDEN HILLS MUTUAL WATER CO,LPA61 - PLACER COUNTY,Mutual Benefit,Mutual Water Company
CA3107339,FOLSOM LAKE MUTUAL WATER CO,LPA61 - PLACER COUNTY,Mutual Benefit,Mutual Water Company
CA3100538,ROSECREST MUTUAL,LPA61 - PLACER COUNTY,Mutual Benefit,Mutual Water Company
CA3210006,LAKE ALMANOR COUNTRY CLUB MWC,DISTRICT 02 - LASSEN,Mutual Benefit,Mutual Water Company
CA3210007,WEST ALMANOR M.W.C.,DISTRICT 02 - LASSEN,Mutual Benefit,Mutual Water Company
CA3200102,WHITEHAWK RANCH MWC,DISTRICT 02 - LASSEN,Mutual Benefit,Mutual Water Company
CA3200134,BLAIRSDEN WATER USERS ASSN,LPA62 - PLUMAS COUNTY,Mutual Benefit,Mutual Water Company
CA3310004,BOX SPRINGS MUTUAL WC,DISTRICT 20 - RIVERSIDE,Mutual Benefit,Mutual Water Company
CA3310046,FARM MUTUAL W.C. (THE),DISTRICT 20 - RIVERSIDE,Mutual Benefit,Mutual Water Company
CA3310026,NUEVO WATER COMPANY,DISTRICT 20 - RIVERSIDE,Mutual Benefit,Mutual Water Company
CA3310033,SANTA ANA RIVER WATER COMPANY,DISTRICT 20 - RIVERSIDE,Mutual Benefit,Mutual Water Company
CA3310017,SOUTH MESA WC,DISTRICT 20 - RIVERSIDE,Mutual Benefit,Mutual Water Company
CA3310051,MYOMA DUNES MUTUAL WATER COMPANY,DISTRICT 20 - RIVERSIDE,Mutual Benefit,Mutual Water Company
CA3301031,BANNING HTS. MUTUAL WATER CO.,DISTRICT 20 - RIVERSIDE,Mutual Benefit,Mutual Water Company
CA3301180,ANZA MUTUAL WATER COMPANY,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,Mutual Water Company
CA3301877,BLOCK 77 WATER COMPANY,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,Mutual Water Company
CA3301107,CARVER TRACT MUTUAL WATER COMP,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,Mutual Water Company
CA3301114,CHERRY VALLEY WATER COMPANY,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,Mutual Water Company
CA3301937,MESQUITE MUTUAL WATER CO.,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,Mutual Water Company
CA3301502,PARADISE VALLEY MWC,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,Mutual Water Company
CA3301535,RANCHO CARRILLO MWC,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,Mutual Water Company
CA3301541,RECHE CANYON MUTUAL WATER CO.,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,Mutual Water Company
CA3301676,THOMAS MOUNTAIN WATER COMPANY,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,Mutual Water Company
CA3301682,TRAILS END MUTUAL WATER COMPANY,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,Mutual Water Company
CA3410016,ORANGE VALE WATER COMPANY,DISTRICT 09 - SACRAMENTO,Mutual Benefit,Mutual Water Company
CA3400138,LOCKE WATER WORKS CO [SWS],LPA64 - SACRAMENTO COUNTY,Mutual Benefit,Mutual Water Company
CA3400172,TOKAY PARK WATER CO,LPA64 - SACRAMENTO COUNTY,Mutual Benefit,Mutual Water Company
CA3400130,MAGNOLIA MUTUAL WATER,LPA64 - SACRAMENTO COUNTY,Mutual Benefit,Mutual Water Company
CA3500900,ASHFORD HIGHLANDS MWC,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500823,BEST ROAD MWC,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500912,COMSTOCK MUTUAL WATER COMPANY,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500911,CREEKBRIDGE MUTUAL WATER COMPANY,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500578,LOS MADRONES MWC,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500510,MCMAHON ROAD MUTUAL WATER COMPANY,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500581,RANCHO SAN JOAQUIN MWC,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500549,ROSA MORADA MUTUAL WATER COMPANY,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500550,SAN JUSTO MUTUAL WATER COMPANY,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500575,SPRINGWOOD ESTATES MWC,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500825,UNION HEIGHTS MWC,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500552,VENTURE ESTATES MWC,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500579,VINEYARD ESTATES MWC,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3500576,AROMAS HILLS MUTUAL WATER ASSOCIATION,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA3610002,ALPINE WATER USERS ASSOCIATION,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company
CA3610016,GLEN MARTIN MWC,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company
CA3610023,GREEN VALLEY MWC,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company
CA3600139,JUBILEE MWC,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company
CA3610031,MUSCOY MWC NO. 1,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company
CA3610109,SHEEP CREEK WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company
CA3610048,TERRACE WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company
CA3610051,VALLEY OF ENCHANTMENT MWC,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company
CA3610011,CEDARPINES PARK MWC,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA3610117,DEVORE WC,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA3610021,FALLSVALE SERVICE COMPANY,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA3610028,MARYGOLD MWC,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA3610057,RIVERSIDE HIGHLAND WATER COMPANY,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA3610082,SAN ANTONIO CANYON MSC,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA3610085,SAN ANTONIO WATER COMPANY,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA3610046,VALLEY VIEW PARK MWC,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA3610053,WESTERN HEIGHTS WATER COMPANY,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA3600025,BAR-LEN MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600064,CAMP WATERMAN MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600070,CENTER WATER CO,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600088,DESERT DAWN MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600107,FOREST PARK MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600297,GORDON ACRES WATER CO,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600156,LUCERNE VALLEY MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600157,LUCERNE VISTA MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600184,NORTH SHORE MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600185,OAK GLEN DOMESTIC WATER,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600200,RANCHERITOS MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600209,ROCKY COMFORT MUTUAL WATER CO,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600258,SKY FOREST MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600301,STRAWBERRY LODGE MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600345,WEST END MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600012,APPLE VALLEY VIEW MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600027,"BAR ""H"" MWC",LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600071,CHAMISAL MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600089,DESERT SPRINGS MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600123,HI DESERT MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3600180,NAVAJO MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company
CA3610086,WEST END CONSOLIDATED WATER COMPANY,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA3700866,DEL DIOS MUTUAL WATER COMPANY,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company
CA3700937,LAZY H MUTUAL WATER COMPANY,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company
CA3700933,PALOMAR MOUNTAIN MUTUAL WATER CO.,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company
CA3700936,RANCHO ESTATES MUTUAL WATER CO.,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company
CA3710012,RANCHO PAUMA MUTUAL WC,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company
CA3700934,PAUMA VALLEY WATER COMPANY,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company
CA3700918,RANCHO SANTA TERESA MW CO.,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company
CA3700073,H & J WATER COMPANY,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company
CA3700422,LAGUNA MOUNTIAN MUTUAL WATER CO.,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company
CA3700923,LAKE MORENA OAK SHORES MWC,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company
CA3700958,LOS TULES MUTUAL WATER COMPANY,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company
CA3700905,PINE HILLS MUTUAL WATER COMPANY,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company
CA3710039,PINE VALLEY MUTUAL WC,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company
CA3700277,SUNRISE ESTATES MUTUAL WATER COMPANY,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company
CA3700924,LAKE MORENA VIEWS MWC,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company
CA3701747,NORTH PEAK MUTUAL WATER COMPANY,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company
CA3700897,GUATAY MUTUAL BENEFIT CORPORATION,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company
CA3910022,LITTLE POTATO SLOUGH MUTUAL,DISTRICT 10 - STOCKTON,Mutual Benefit,Mutual Water Company
CA3900733,COUNTRY CLUB VISTA MUTUAL WATER CO,LPA69 - SAN JOAQUIN COUNTY,Mutual Benefit,Mutual Water Company
CA3900505,FARMINGTON WATER COMPANY,LPA69 - SAN JOAQUIN COUNTY,Mutual Benefit,Mutual Water Company
CA4000834,ANZA VINEYARD ESTATES MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4010002,ATASCADERO MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA4010006,CAYUCOS BEACH MUTUAL WATER COMPANY,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA4010015,MORRO ROCK MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA4010003,SAN MIGUELITO MWC,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA4000716,AVILA VALLEY MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000214,BARON CANYON MUTUAL WATER CO.,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000200,BASSI RANCH MUTUAL WATER CO.,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000805,CALLENDER GROVE MUTUAL WATER,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000230,CANYON CREST MUTUAL BENEFIT WC,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000637,COUNTRY HILLS ESTATES,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000554,GREEN RIVER MUTUAL WATER CO.,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000203,IRISH HILLS MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000705,LAGUNA NEGRA MUTUAL WATER CO.,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000815,LAS VENTANAS RANCH,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000775,MUSTANG SPRINGS MUTUAL WATER,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000803,RANCHO SALINAS MBWC,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000750,RIM ROCK WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000802,SANTA YSABEL RANCH MWC,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000808,MONTE SERENO MUTUAL BENEFIT WATER,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000523,S & T MUTUAL WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000789,SPANISH LAKES MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000765,VARIAN RANCH MUTUAL WATER,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000506,WOODLAND PARK MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000670,WALNUT HILLS MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000631,ALMIRA WATER ASSOCIATION,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4010081,WOODLANDS DEVELOPMENT,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA4000744,AFUERA DE CHORRO WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4000202,EDNA VALLEY RANCH EAST,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company
CA4100503,BUTANO CANYON MUTUAL,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4100539,KINGS MOUNTAIN PARK MUTUAL,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4100512,LOMA MAR MUTUAL,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4110019,O'CONNOR TRACT CO-OPERATIVE WATER CO.,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4110020,PALO ALTO PARK MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4100555,PORTOLA IMPROVEMENT ASSOCIATION,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4100510,REDWOOD TERRACE MUTUAL,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4100533,SKYLONDA MUTUAL,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4200885,CHALK HILL ESTATES HOA,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4210024,LA CUMBRE MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA4200731,ALEGRIA DOMESTIC MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200891,BOBCAT SPRINGS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200800,EAST VALLEY FARMS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200556,FOSTER ROAD MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200572,LAS POSITAS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200612,MEADOWLARK RANCHES MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200733,MONTECITO SEA MEADOWS,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200881,OAK TRAIL ESTATES,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200802,OAK TRAIL RANCH,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200578,PAINTED CAVE,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200531,RANCHO MARCELINO WATER,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200837,RANCHO YNECITA,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200579,ROSARIO PARK,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200714,SAN AUGUSTINE MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200580,SAN MARCOS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200822,SANTA RITA WATER,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200619,SANTA YNEZ RANCHO ESTATES,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200702,VIEJA MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200848,VISTA HILLS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200678,SANTA ANITA MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200703,EL CAPITAN MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200693,ELLWOOD MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200684,LINCOLNWOOD MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200633,LINGATE MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200862,MESA HILLS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200851,ROLLING HILLS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4200804,WALKING M RANCHES,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company
CA4300792,ABORN HEIGHTS WATER MUTUAL ASSOCIATION,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300978,BRUSH AND OLD WELL MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300517,CHEMEKETA PARK MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4301004,EMERALD VALLEY MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300630,FOOTHILL MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300992,GOLDEN HEIGHTS MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300573,GREEN ACRES MUTUAL WATER,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300560,GREEN MOUNTAIN WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300551,HAPPY ACRES MWC,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300521,KENNON WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300522,LAKE CANYON MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300637,LOS RANCHOS DE UVAS WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300525,MELODY WOODS WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300740,MOUNTAIN SPRINGS MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300831,MT. EDEN MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300771,NEW AVENUE MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300979,QUAIL CREEK ESTATES MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300577,RANCHO ROBLES MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4301013,ROCKWOOD ESTATES MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300638,SAN MARTIN FOOTHILLS WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300760,SANTA TERESA MEADOWS WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300545,SARATOGA HEIGHTS MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300546,SIERRA ROAD IMPROVEMENT ASSOCIATION INC,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300571,SULLIVAN MUTUAL WATER,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300770,THREE SPRINGS RANCH MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300550,VISTA GRANDE WATER USERS ASSOCIATION,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300562,ROSEVIEW HEIGHTS MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300856,SPRING VALLEY HEIGHTS ASSOCIATION INC,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300996,VALLEY VIEW RANCHES,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4300520,RAINERI MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company
CA4400642,CATHEDRAL WOOD MUTUAL WATER COMPANY,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA4410016,FOREST LAKES MWC,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA4400631,LAS CUMBRES MUTUAL WATER CO,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA4400621,RIVER GROVE MUTUAL WATER ASSN,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA4400559,SUMMIT MUTUAL WATER COMPANY,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
CA4400595,VILLA DEL MONTE MWC,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company
