PWSID,SYSTEM_NAME,COUNTY,OWNERSHIP_SDWIS,OWNER_CODE_SDWIS,OWNERSHIP_KD,OWNERSHIP_KD_BI,TYPE,TYPE_consolidated,JURISDICTION_9,JURISDICTION_10,SOURCE_SDWIS,Source_coded_18,POP_TOTAL,SC_TOTAL,FEE_CODE_062018,FEE_FULL_062018,CWStype_fed_062018,CWStype_state062018,CWStype_state_name2018,WQ_REG,COMPLIANCE_STATUS,VIOLATION_COUNT,COUNT_TCR,TOTAL_VIOLATIONS, , 
CA1300616,PALO VERDE COUNTY WATER DIST.,IMPERIAL,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,410,134,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,1,NA,1,,
CA1300620,RIO BEND RV GOLF RESORT & STORM CROSSING,IMPERIAL,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,SW,SW,500,68,SC,Small Community,C,C,Community,LPA,RETURNED TO COMPLIANCE,1,NA,1,,
CA1300622,SPORTSMANS PARADISE,IMPERIAL,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,60,30,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA1300628,IMPERIAL LAKES INC.,IMPERIAL,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,SW,SW,40,20,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1300629,JACKSON HIDE-A-WAY,IMPERIAL,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,29,26,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1300664,RIVERFRONT MUTUAL WATER COMPANY,IMPERIAL,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,15,42,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1310001,"BRAWLEY, CITY OF",IMPERIAL,Local,L,Local,Public,City,City,CITY,CITY,SWP,SWP,26273,5632,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,3,NA,3,,
CA1310002,"CALEXICO, CITY OF",IMPERIAL,Local,L,Local,Public,City,City,CITY,CITY,SWP,SWP,40211,8345,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,1,NA,1,,
CA1310003,GSWC - CALIPATRIA,IMPERIAL,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,SWP,SWP,4463,1160,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1310004,"EL CENTRO, CITY OF",IMPERIAL,Local,L,Local,Public,City,City,CITY,CITY,SWP,SWP,45170,9974,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1310005,"HOLTVILLE, CITY OF",IMPERIAL,Local,L,Local,Public,City,City,CITY,CITY,SWP,SWP,6032,1498,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,18,NA,18,,
CA1310006,"IMPERIAL, CITY OF",IMPERIAL,Local,L,Local,Public,City,City,CITY,CITY,SWP,SWP,17095,5380,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,6,NA,6,,
CA1310007,HEBER PUBLIC UTILITY DISTRICT,IMPERIAL,Private,P,Local,Public,PUD,PUD,SPECIAL DISTRICT,SPECIAL DISTRICT,SWP,SWP,6180,1600,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,10,NA,10,,
CA1310008,"WESTMORLAND, CITY OF",IMPERIAL,Local,L,Local,Public,City,City,CITY,CITY,SWP,SWP,2444,501,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,6,NA,6,,
CA1310011,COACHELLA VWD: I.D. NO. 11,IMPERIAL,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,7400,2735,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1310013,SEELEY CWD,IMPERIAL,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,SWP,SWP,2124,449,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,30,2,32,,
CA1310700,NAF EL CENTRO,IMPERIAL,Federal Government,F,Federal Government,Public,Federal,Federal,STATEFED,FEDERAL,SWP,SWP,450,386,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1310800,CALIPATRIA STATE PRISON,IMPERIAL,State Government,S,State Government,Public,State,State,STATEFED,STATE,SWP,SWP,4800,2100,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,1,NA,1,,
CA1310801,CENTINELA STATE PRISON,IMPERIAL,State Government,S,State Government,Public,State,State,STATEFED,STATE,SWP,SWP,4800,2001,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,10,NA,10,,
CA1400002,STARLITE COMMUNITY SERVICE DISTRICT,INYO,Private,P,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,175,65,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,2,2,,
CA1400004,CHARLES BROWN WATER COMPANY,INYO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,242,40,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400005,OWENS VALLEY WATER COMPANY,INYO,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,300,111,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400006,PINE CREEK VILLAGE,INYO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,350,89,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,10,1,11,,
CA1400007,SIERRA HIGHLAND CSD,INYO,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,530,215,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1400010,"ROLLING GREEN UTILITIES, INC.",INYO,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,800,285,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1400020,ABERDEEN WATER SYSTEM,INYO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,23,75,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400024,ROCKING K RANCH ESTATES MUTUAL WATER CO.,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,27,14,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400025,VALLEY VISTA MUTUAL WATER COMPANY,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,70,25,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400026,RAWSON CREEK MUTUAL WATER COMPANY,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,90,40,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400027,CARTAGO MUTUAL WATER COMPANY,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,132,40,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,2,2,,
CA1400030,GLENWOOD MOBILE ESTATES,INYO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,300,167,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400031,RANCH ROAD ESTATES MUTUAL WATER COMPANY,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,65,27,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400034,KEOUGH'S HOT SPRINGS,INYO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,75,21,SC,Small Community,C,C,Community,LPA,RETURNED TO COMPLIANCE,5,NA,5,,
CA1400036,KEELER COMMUNITY SERVICE DISTRICT,INYO,Private,P,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,50,67,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,43,1,44,,
CA1400037,FOOTHILL MOBILE HOME PARK,INYO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,60,48,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,26,3,29,,
CA1400045,PRIMROSE LANE APARTMENTS,INYO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,52,26,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400056,BROOKSIDE ESTATES MUTUAL WATER COMPANY,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,130,21,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400059,BROOKSIDE MOBILE HOME PARK,INYO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,136,45,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400066,ASPENDELL MUTUAL WATER COMPANY,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,60,94,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400070,SIERRA GRANDE ESTATES MUTUAL WATER CO.,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,200,49,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400072,NORTH LONE PINE MUTUAL WATER COMPANY,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,70,33,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA1400078,SCE BISHOP CREEK PLANT 4,INYO,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,38,15,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400098,DARWIN COMMUNITY SERVICE DISTRICT,INYO,Private,P,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GU,GW,60,63,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1400099,MOUNTAIN VIEW TRAILER COURT,INYO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,53,24,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400109,SIERRA NORTH COMMUNITY SERVICE DISTRICT,INYO,Private,P,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,35,16,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,2,NA,2,,
CA1400110,PARK WEST MUTUAL WATER COMPANY,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,200,67,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400111,MEADOWCREEK MUTUAL WATER COMPANY,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,764,284,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1400135,WILSON CIRCLE MUTUAL WATER COMPANY,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,129,46,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400144,SUNLAND VILLAGE MOBILE HOME PARK,INYO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,42,26,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1400155,CONTROL GORGE POWER PLANT,INYO,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GU,GW,49,12,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1400511,MEADOW LAKE APARTMENTS,INYO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,35,16,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA1400518,VAN LOON WATER ASSOCIATION,INYO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,30,15,XS,State Small Water System,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA1410001,"BISHOP, CITY OF",INYO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,3879,1156,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410002,LADWP - INDEPENDENCE,INYO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,670,,WH,WholesalerÂ Â,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410003,LADWP - LONE PINE,INYO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,4002,,WH,WholesalerÂ Â,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410004,LADWP - BIG PINE,INYO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,1351,,WH,WholesalerÂ Â,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410005,INDIAN CREEK CSD,INYO,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,1030,304,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410006,BIG PINE CSD,INYO,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GWP,GWP,896,320,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410007,HIGHLAND MOBILE HOME PARK,INYO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,1400,500,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410008,INYO COUNTY PWD - INDEPENDENCE,INYO,Local,L,Local,Public,CSA,CSA,COUNTY,COUNTY,GWP,GWP,669,359,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410009,INYO COUNTY PWD - LONE PINE,INYO,Local,L,Local,Public,CSA,CSA,COUNTY,COUNTY,GWP,GWP,2035,521,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410502,"NPS - DEATH VALLEY, STOVEPIPE WELLS",INYO,Federal Government,F,Federal Government,Public,Federal,Federal,STATEFED,FEDERAL,GW,GW,200,10,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410503,"NPS - DEATH VALLEY, COW CREEK/NEVARES",INYO,Federal Government,F,Federal Government,Public,Federal,Federal,STATEFED,FEDERAL,GW,GW,88,56,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410505,"NPS - DEATH VALLEY, FURNACE CREEK",INYO,Federal Government,F,Federal Government,Public,Federal,Federal,STATEFED,FEDERAL,GW,GW,150,150,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410510,LADWP - MANZANAR,INYO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,299,,WH,WholesalerÂ Â,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1410800,CDF - OWENS VALLEY CONSERVATION CAMP,INYO,State Government,S,State Government,Public,State,State,STATEFED,STATE,GW,GW,180,37,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500096,OLD RIVER MUTUAL WATER COMPANY,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,48,14,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,23,1,24,,
CA1500152,MIRASOL COMPANY WATER SYSTEM,KERN,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,29,12,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500209,ALTA SIERRA MUTUAL WATER CO.,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,80,224,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500211,STOCKDALE ANNEX MUTUAL WATER,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,433,143,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500216,OPAL FRY AND SON,KERN,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,40,13,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500231,VICTORY MUTUAL WATER COMPANY,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,740,173,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,3,NA,3,,
CA1500251,RIVERKERN MUTUAL WATER COMPANY,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,336,114,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500252,KERN VALLEY MUTUAL WATER COMPANY,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,47,47,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500289,ATHAL MUTUAL WATER SYSTEM,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,150,64,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,2,NA,2,,
CA1500290,EDGEMONT ACRES MUTUAL WATER COMPANY,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,SWP,SWP,267,198,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500296,FULLER ACRES MUTUAL WATER COMPANY,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,545,165,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,2,NA,2,,
CA1500314,DEL ORO WC - COUNTRY ESTATES DIST,KERN,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,310,90,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,3,NA,3,,
CA1500324,WONDER ACRES WATER SYSTEM,KERN,Local,L,Local,Public,City,City,CITY,CITY,GWP,GWP,89,33,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500327,RANCHO SECO INC. WATER SYSTEM,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,25,15,N1,Transient-Noncommunity Water System,NC,NC,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,1,1,,
CA1500333,CWS - FREMONT VALLEY,KERN,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,115,77,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500336,BURLANDO HEIGHTS MUTUAL WATER CO.,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,45,42,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500340,WEST TEHACHAPI MUTUAL,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,150,36,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500341,SIERRA BELLA MUTUAL WATER COMPANY,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,60,180,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500344,SOUTH KERN MUTUAL WATER COMPANY,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,32,15,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,12,NA,12,,
CA1500349,STOCKDALE MUTUAL WATER CO.,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,200,81,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,3,3,,
CA1500364,KERNVALE MUTUAL WATER CO,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GWP,GWP,75,31,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,7,NA,7,,
CA1500371,UNION PACIFIC RAILROAD CO.-KEENE WATER,KERN,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GWP,GWP,197,25,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500374,CWS-GRAND OAKS WATER SYSTEM,KERN,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,149,45,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500378,MAHER MUTUAL WATER COMPANY,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,150,50,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,27,NA,27,,
CA1500380,DE RANCHO Y MOBILE VILLA WATER,KERN,Mixed (Public/Private),M,Private,Private,MHP,MHP,MHP,MHP,GW,GW,200,90,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,1,1,,
CA1500393,RAINBIRD VALLEY MUTUAL WATER COMPANY,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,238,85,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,31,NA,31,,
CA1500398,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,KERN,Private,P,Private,Private,PA,PA,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,32,32,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500401,METTLER COUNTY WATER DISTRICT,KERN,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,157,43,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,4,NA,4,,
CA1500404,PINEBROOK COMMUNITY WATER WELL,KERN,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,84,42,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,1,1,,
CA1500405,"AERIAL ACRES WATER COMPANY, INC.",KERN,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,178,53,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,14,2,16,,
CA1500406,TRADEWIND WATER ASSOC.,KERN,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,632,234,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500407,CWS-SPLIT MOUNTAIN WATER SYSTEM,KERN,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GU,GW,209,162,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500409,BROCK MUTUAL WATER COMPANY,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,511,155,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,15,NA,15,,
CA1500413,TEJON RANCH MAIN HEADQUARTERS,KERN,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,75,26,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500424,LANDS OF PROMISE MWC,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,190,65,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,28,NA,28,,
CA1500426,ROSE VILLA APARTMENTS,KERN,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,65,32,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500436,HUNGRY GULCH MWC,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,36,38,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,28,NA,28,,
CA1500442,SUNSET APARTMENTS WS,KERN,Mixed (Public/Private),M,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,37,20,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,21,NA,21,,
CA1500443,CANYON MEADOWS MUTUAL WATER,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,394,141,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1500447,SIERRA BREEZE MUTUAL WATER COMPANY,KERN,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,150,60,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,1,1,2,,
