Water System No.,Water System Name,Type,Distribution System Class,Max Treatment Plant Class,Principal County Served,Primary Source Water Type
CA2310002,ROGINA WATER COMPANY INC.,C,D2,T1,MENDOCINO  ,GW
CA2310003,"UKIAH, CITY OF",C,D3,T3,MENDOCINO  ,SW
CA2310004,"WILLITS, CITY OF",C,D2,T3,MENDOCINO  ,SW
CA2310005,WILLOW COUNTY WATER DISTRICT,C,D3,T1,MENDOCINO  ,SWP
CA2310006,MILLVIEW COUNTY WATER DISTRICT,C,D3,T3,MENDOCINO  ,SW
CA2310007,NORTH GUALALA WATER COMPANY,C,D3,T2,MENDOCINO  ,SW
CA2310008,REDWOOD VALLEY COUNTY WATER DISTRICT,C,D2,T3,MENDOCINO  ,SW
CA2310009,BROOKTRAILS TOWNSHIP CSD,C,D3,T3,MENDOCINO  ,SW
CA2310010,HOPLAND PUBLIC UTILITY DISTRICT,C,D2,T1,MENDOCINO  ,GW
CA2310011,LAYTONVILLE COUNTY WATER DISTRICT,C,D2,T2,MENDOCINO  ,GW
CA2310012,IRISH BEACH WATER DISTRICT,C,D1,T2,MENDOCINO  ,SW
CA2310013,POINT ARENA WATER WORKS,C,D1,TD,MENDOCINO  ,GW
CA2400046,BLACK RASCAL WATER COMPANY,C,D1,There are no treatment plants,MERCED  ,GW
CA2400053,EL NIDO MOBILE HOME PARK,C,D1,T1,MERCED  ,GW
CA2400084,EVERGREEN MOBILE HOME PARK,C,D1,There are no treatment plants,MERCED  ,GW
CA2400128,COUNTRY CLUB COUNTY WD,C,D1,There are no treatment plants,MERCED  ,GW
CA2400167,BALLICO CSD,C,D1,T1,MERCED  ,GW
CA2400172,JOHN LATORACCA CORRECTIONAL FACILITY,C,D1,T2,MERCED  ,GW
CA2400201,VOLTA COMMUNITY SD,C,D1,There are no treatment plants,MERCED  ,GW
CA2400209,SAN LUIS HILLS,C,D1,T2,MERCED  ,SW
CA2410001,CITY OF ATWATER,C,D3,T2,MERCED  ,GW
CA2410002,CITY OF DOS PALOS,C,D2,T3,MERCED  ,SW
CA2410003,CITY OF GUSTINE,C,D2,Operator is not required,MERCED  ,GW
CA2410004,CITY OF LIVINGSTON,C,D3,T3,MERCED  ,GW
CA2410005,CITY OF LOS BANOS,C,D3,T1,MERCED  ,GW
CA2410006,DELHI CWD,C,D2,TD,MERCED  ,GW
CA2410007,PLANADA CSD,C,D2,TD,MERCED  ,GW
CA2410008,CAL AM - MEADOWBROOK,C,D2,TD,MERCED  ,GW
CA2410009,CITY OF MERCED,C,D4,T2,MERCED  ,GW
CA2410010,WINTON WATER & SANITARY DIST,C,D2,TD,MERCED  ,GW
CA2410011,LE GRAND COMM SERVICES DIST,C,D2,TD,MERCED  ,GW
CA2410012,HILMAR COUNTY WATER DISTRICT,C,D2,T2,MERCED  ,GW
CA2410018,SANTA NELLA COUNTY WATER DISTRICT,C,D2,T3,MERCED  ,SW
CA2410700,CASTLE AIRPORT,C,D2,TD,MERCED  ,GW
CA2500503,CALIFORNIA PINES C.S.D.,C,D1,There are no treatment plants,MODOC  ,GW
CA2500801,NEWELL COUNTY WATER DISTRICT,C,D1,TD,MODOC  ,GW
CA2500911,ISOT COMMUNITY WATER SYSTEM,C,D1,TD,MODOC  ,GW
CA2510001,CITY OF ALTURAS,C,D2,There are no treatment plants,MODOC  ,GW
CA2510002,CEDARVILLE COUNTY WATER DIST.,C,D1,There are no treatment plants,MODOC  ,GW
CA2600501,BIRCHIM COMMUNITY SERVICE DISTRICT,C,D1,There are no treatment plants,MONO  ,GW
CA2600532,LUNDY MUTUAL WATER COMPANY,C,D1,There are no treatment plants,MONO  ,GW
CA2600538,LOWER ROCK CREEK MUTUAL WATER CO.,C,D1,There are no treatment plants,MONO  ,GW
CA2600546,CROWLEY LAKE MUTUAL WATER COMPANY,C,D1,There are no treatment plants,MONO  ,GW
CA2600547,CROWLEY LAKE TRAILER PARK,C,D1,There are no treatment plants,MONO  ,GW
CA2600620,MOUNTAIN MEADOWS MWC,C,D1,There are no treatment plants,MONO  ,GW
CA2600621,WHITE MOUNTAIN MUTUAL WATER COMPANY,C,D1,There are no treatment plants,MONO  ,GW
CA2600622,SIERRA EAST HOA,C,D1,There are no treatment plants,MONO  ,GW
CA2600699,CHALFANT VALLEY WEST M.W.C.,C,D1,There are no treatment plants,MONO  ,GW
CA2600714,WHEELER CREST CSD,C,D1,There are no treatment plants,MONO  ,GW
CA2600733,COLD WATER CANYON MWC,C,D1,There are no treatment plants,MONO  ,GW
CA2610001,MAMMOTH CWD,C,D3,T3,MONO  ,SW
CA2610002,JUNE LAKE PUD VILLAGE,C,D1,T3,MONO  ,SW
CA2610003,BRIDGEPORT PUD,C,D1,T2,MONO  ,GW
CA2610004,JUNE LAKE PUD - DOWN CANYON,C,D1,T2,MONO  ,SW
CA2610005,LEE VINING PUBLIC UTILITY DISTRICT,C,D1,T2,MONO  ,GW
CA2610700,USMC/MTN WARFARE TRNG CTR - BRIDGEPORT,C,D1,TD,MONO  ,GW
CA2610701,USMC - HOUSING COLEVILLE,C,D1,T2,MONO  ,GW
CA2700503,ASSISI MWC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700509,OAK MANOR WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700511,PSMCSD - NORMCO,C,D1,T1,MONTEREY  ,GW
CA2700522,CABANA HOLIDAY WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700523,CALERA CANYON HEIGHTS HOA,C,D1,T1,MONTEREY  ,GW
CA2700534,COLONIAL OAK WC INC,C,D1,T1,MONTEREY  ,GW
CA2700535,JOST POST WA,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700536,CORRAL DE TIERRA ESTATES WC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700541,DEL MONTE FARMS RD WS #03,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700547,DESMOND RD WS #03,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700548,DOLAN RD MWC,C,D1,TD,MONTEREY  ,GW
CA2700579,ELKHORN RD WS #04,C,D1,TD,MONTEREY  ,GW
CA2700586,GABILAN WC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700589,GLENN AVE WS #01,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700594,HIDDEN VALLEY WA,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700606,HIDDEN VIEWS MHP WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700612,LAGUNA SECA WC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700622,OUTLOOK WA,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700624,LEAFWOOD COMMUNITY WA,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700629,MANZANITA HILLS WA,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700634,CHETMOORE ACRES WA,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700638,MAHER RD WS #05,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700656,MORO COJO MWA,C,D1,T1,MONTEREY  ,GW
CA2700662,MURPHY HILL WS #01,C,D1,There are no treatment plants,MONTEREY  ,GWP
CA2700663,MURPHY HILL WS #02,C,D1,TD,MONTEREY  ,GW
CA2700665,OAK HEIGHTS W & R CO INC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700669,ORCHARD LN WS #02,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700674,PARADISE LAKE MUTUAL WATER CO.,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700678,PARADISE RD WS #05,C,D1,TD,MONTEREY  ,GW
CA2700682,PARADISE RD WS #09,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700686,GARLEN COURT WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700687,PESANTE RD WS #02,C,D1,TD,MONTEREY  ,GW
CA2700691,PESANTE RD WS #06,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700702,PRUNEDALE MWC,C,D1,T2,MONTEREY  ,GW
CA2700709,RANCHO BORROMEO MWS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700713,ROLLING HILLS RANCHO WA,C,D1,T2,MONTEREY  ,GU
CA2700728,SAN ARDO WD,C,D1,TD,MONTEREY  ,GW
CA2700731,Z RANCH MWC,C,D1,TD,MONTEREY  ,GW
CA2700733,SAN JUAN RD WS #01,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700738,SAN MIGUEL WS #01,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700740,SAN MIGUEL WS #03,C,D1,There are no treatment plants,MONTEREY  ,GWP
CA2700766,STRAWBERRY RD WS #06,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700771,PSMCSD - SPRINGFIELD WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700772,STRUVE RD WS #02,C,D1,TD,MONTEREY  ,GW
CA2700773,PSMCSD - SUNNY MESA,C,D1,TD,MONTEREY  ,GW
CA2700775,TIERRA VERDE MWC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700787,PSMCSD - VEGA RD WS,C,D1,TD,MONTEREY  ,GW
CA2700792,SUMMERHILL MHP WS,C,D1,TD,MONTEREY  ,GW
CA2700799,VISTA DEL TORO WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700837,BLACKIE RD WS #05,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700838,SPRING CANYON WA,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700842,BAUMANN RD WS #01,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2700970,ROYAL SIERRA ESTATES WS,C,D1,TD,MONTEREY  ,GW
CA2701034,APPLE AVE WS #02,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701036,APPLE AVE WS #03,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701040,MCCOY RD  WS #05,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701046,CAMPHORA APARTMENTS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701063,RIVER RD WS #25,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701068,IVERSON & JACKS APTS WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701202,CAL AM WATER COMPANY - CHUALAR,C,D1,TD,MONTEREY  ,GW
CA2701241,ENCINAL RD WS #01,C,D1,T2,MONTEREY  ,GW
CA2701254,CARMEL RIVIERA MWC,C,D1,T2,MONTEREY  ,SW
CA2701257,CAL AM WATER COMPANY - GARRAPATA,C,D1,T2,MONTEREY  ,GU
CA2701263,PARTINGTON MWC,C,D1,T2,MONTEREY  ,SW
CA2701278,RANCHO CHAPARRAL MWC,C,D1,T2,MONTEREY  ,GU
CA2701279,COASTLANDS MWS (POST CREEK),C,D1,T2,MONTEREY  ,SW
CA2701280,NEPENTHE WS,C,D1,T2,MONTEREY  ,SW
CA2701295,ESALEN INSTITUTE WS,C,D1,T2,MONTEREY  ,SW
CA2701355,PRINCES CAMP RESORT WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701364,PEDRAZZI MWC,C,D1,TD,MONTEREY  ,GW
CA2701367,TIERRA MEADOWS HOA WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701403,PINE ST WS #01,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701423,ECHO VALLEY RD WS #05,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701452,MONTEREY DUNES MWA,C,D1,TD,MONTEREY  ,GW
CA2701498,HARBOR VIEW WA,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701503,MESA DEL TORO MWC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701515,PSMCSD - MOSS LANDING HARBOR WS,C,D1,TD,MONTEREY  ,GW
CA2701553,POND-DEROSA OAKS WC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701570,LOS CARNEROS MWA,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701589,SUNNY ACRES MWS,C,D1,TD,MONTEREY  ,GW
CA2701633,PARADISE RD WS #21,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701647,GREEN ACRES WA,C,D1,TD,MONTEREY  ,GW
CA2701658,ARROYO CENTER WC,C,D1,T2,MONTEREY  ,GU
CA2701670,PSMCSD - LANGLEY/VALLE PACIFICO WS,C,D1,T2,MONTEREY  ,GW
CA2701676,SAN LUCAS COUNTY WATER DISTRICT,C,D1,T1,MONTEREY  ,GW
CA2701687,VALLEY OAKS MHP WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701701,BRADLEY-LOCKWOOD RD WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701705,TASSAJARA SPRINGS WS,C,D1,T2,MONTEREY  ,GU
CA2701731,BRANDON CREEK MWS,C,D1,T2,MONTEREY  ,SW
CA2701740,BLUFFS WS,C,D1,TD,MONTEREY  ,GW
CA2701742,CALIFORNIA ORCHARD WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701789,HOLLY HILLS MWC,C,D1,There are no treatment plants,MONTEREY  ,GWP
CA2701800,TULARCITOS MWC,C,D1,TD,MONTEREY  ,GW
CA2701820,CORDA RD WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701822,ROBLEY PROPERTY MWS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701888,CACHAGUA MUTUAL WS (#4),C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701897,BERRY DR WS #02,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701898,CLEAR RIDGE WA,C,D1,T2,MONTEREY  ,GU
CA2701904,SAN JERARDO COOP WS,C,D1,TD,MONTEREY  ,GW
CA2701906,LAKE SAN ANTONIO PARK WS,C,D1,There are no treatment plants,MONTEREY  ,SW
CA2701918,LOMAS DEL SOL MWS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701926,MORO RD WS #09,C,D1,T1,MONTEREY  ,GW
CA2701929,CWSC COUNTRY MEADOWS,C,D1,TD,MONTEREY  ,GW
CA2701935,MOUNT TORO RANCHOS MWA,C,D1,T1,MONTEREY  ,GW
CA2701956,PIONEER PLACE MWS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2701959,TIERRA VISTA MWC,C,D1,T2,MONTEREY  ,GW
CA2702003,VIERRA MEADOWS MWC,C,D1,TD,MONTEREY  ,GW
CA2702004,CAL AM WATER COMPANY - RALPH LANE,C,D1,TD,MONTEREY  ,GW
CA2702007,PSMCSD - VIERRA ESTATES WS,C,D1,T1,MONTEREY  ,GW
CA2702026,APRICOT LN WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2702055,VIERRA KNOLLS MWC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2702073,SAN MIGUEL WS #22,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2702094,PSMCSD - BLACKIE RD WS,C,D1,TD,MONTEREY  ,GW
CA2702110,DELANY WC,C,D1,TD,MONTEREY  ,GW
CA2702135,FOOTHILL WA,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2702140,WOODSIDE WA,C,D1,T1,MONTEREY  ,GW
CA2702148,ASOLEADO MWC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2702198,FOOTHILL ESTATES WS,C,D1,TD,MONTEREY  ,GW
CA2702256,NORTH SHORE ESTATES  WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2702268,NEW CAMALDOLI HERMITAGE WS,C,D1,TD,MONTEREY  ,GW
CA2702299,POST RANCH INN WS,C,D1,T1,MONTEREY  ,GW
CA2702320,HITCHCOCK RD WS #01,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2702325,FERNWOOD WS,C,D1,T2,MONTEREY  ,GU
CA2702328,VENTANA BIG SUR INN WS,C,D1,T2,MONTEREY  ,SW
CA2702374,COUNTRYSIDE ESTATES MWC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2702388,ROYAL OAK PLACE WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2702405,JENSEN MHP WS,C,D1,T1,MONTEREY  ,GW
CA2702409,EL CAMINO WC INC,C,D1,T1,MONTEREY  ,GW
CA2702439,WOODLAND HEIGHTS MWC,C,D1,T2,MONTEREY  ,GW
CA2702466,SAN VICENTE MWC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2702520,ARROYO SECO ESTATES MWS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2702521,SANTA LUCIA PRESERVE WS,C,D2,T2,MONTEREY  ,GW
CA2702554,HIDDEN CANYON RANCH MWC,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2702588,CANADA WOODS WC,C,D2,T2,MONTEREY  ,GU
CA2702608,THIMIO MWC,C,D1,TD,MONTEREY  ,GW
CA2702816,MERRILL GARDENS IRIS CANYON WS,C,D1,T1,MONTEREY  ,GW
CA2704520,WILLIAMS - RC FARMS WS,C,D1,There are no treatment plants,MONTEREY  ,GW
CA2710001,ALCO WATER SERVICE,C,D3,TD,MONTEREY  ,GW
CA2710004,CAL AM WATER COMPANY - MONTEREY,C,D5,T3,MONTEREY  ,GU
CA2710005,CASTROVILLE COMMUNITY SERVICES DISTRICT,C,D2,T2,MONTEREY  ,GW
CA2710006,CAL AM WATER COMPANY - AMBLER PARK,C,D2,T2,MONTEREY  ,GW
CA2710007,"GONZALES, CITY OF",C,D2,TD,MONTEREY  ,GW
CA2710008,"GREENFIELD, CITY OF",C,D3,TD,MONTEREY  ,GW
CA2710009,CWSC KING CITY,C,D3,T1,MONTEREY  ,GW
CA2710010,CWSC SALINAS,C,D4,T2,MONTEREY  ,GW
CA2710011,"SOLEDAD, CITY OF",C,D3,TD,MONTEREY  ,GW
CA2710012,CWSC SALINAS HILLS,C,D2,T1,MONTEREY  ,GW
CA2710013,CWSC LAS LOMAS,C,D2,T2,MONTEREY  ,GW
CA2710016,LITTLE BEAR WATER COMPANY,C,D2,TD,MONTEREY  ,GW
CA2710017,MARINA COAST WATER DISTRICT,C,D4,TD,MONTEREY  ,GW
CA2710018,SEASIDE MUNICIPAL WATER SYSTEM,C,D2,TD,MONTEREY  ,GW
CA2710019,CWSC OAK HILLS,C,D2,T2,MONTEREY  ,GW
CA2710020,PSMCSD - PAJARO,C,D2,TD,MONTEREY  ,GW
CA2710021,CAL AM WATER COMPANY - TORO,C,D2,T2,MONTEREY  ,GW
CA2710022,CAL AM WATER COMPANY - HIDDEN HILLS,C,D2,T2,MONTEREY  ,GW
CA2710023,TASCO SPRECKELS WATER COMPANY,C,D2,TD,MONTEREY  ,GW
CA2710300,CSP-PFEIFFER BIG SUR,C,D1,TD,MONTEREY  ,GW
CA2710702,FORT HUNTER LIGGETT,C,D2,T1,MONTEREY  ,GW
CA2710850,CORRECTIONAL TRAINING FACILITY - SOLEDAD,C,D2,T1,MONTEREY  ,GW
CA2710851,SALINAS VALLEY STATE PRISON,C,D2,T2,MONTEREY  ,GW
CA2800035,RIVER RANCH FARM WORKER CENTER,C,D1,TD,NAPA  ,GW
CA2800039,CALISTOGA FARM WORKER CENTER,C,D1,T2,NAPA  ,GW
CA2800040,MONDAVI FARM WORKER CENTER,C,D1,TD,NAPA  ,GW
CA2800516,TUCKER ACRES MUTUAL WATER CO.,C,D1,T1,NAPA  ,GW
CA2800521,CIRCLE OAKS WATER DISTRICT,C,D1,T2,NAPA  ,SW
CA2800525,LA TIERRA HEIGHTS MUTUAL,C,D1,T1,NAPA  ,GW
CA2800526,BERRYESSA ESTATES (LBRID),C,D1,T3,NAPA  ,SW
CA2800527,LINDA FALLS TERRACE MUTUAL,C,D1,TD,NAPA  ,GW
CA2800528,LINDA VISTA MUTUAL WATER CO,C,D1,T1,NAPA  ,GW
CA2800530,MEYERS WATER CO.,C,D1,There are no treatment plants,NAPA  ,GW
CA2800531,NAPA RIVER RANCH,C,D1,T1,NAPA  ,GW
CA2800532,VAILIMA ESTATES MUTUAL WATER,C,D1,There are no treatment plants,NAPA  ,GW
CA2800543,CAPELL VALLEY ESTATES,C,D1,T2,NAPA  ,SW
CA2800593,R RANCH AT THE LAKE,C,D1,TD,NAPA  ,GW
CA2800625,ADVENTIST HEALTH - ST. HELENA HOSPITAL,C,D1,T1,NAPA  ,GW
CA2801016,HESS WINERY,C,D1,T2,NAPA  ,GW
CA2801080,MILTON ROAD WATER COMPANY,C,D1,There are no treatment plants,NAPA  ,GW
CA2810001,HOWELL MOUNTAIN MUTUAL WATER COMPANY,C,D2,T3,NAPA  ,SW
CA2810002,"CALISTOGA, CITY OF",C,D3,T3,NAPA  ,SW
CA2810003,"NAPA, CITY OF",C,D4,T5,NAPA  ,SW
CA2810004,"ST. HELENA, CITY OF",C,D3,T4,NAPA  ,SW
CA2810005,"AMERICAN CANYON, CITY OF",C,D3,T3,NAPA  ,SW
CA2810007,TOWN OF YOUNTVILLE,C,D2,T1,NAPA  ,SWP
CA2810008,VETERANS HOME OF CALIFORNIA,C,D2,T3,NAPA  ,SW
CA2810009,BERRYESSA PINES WATER SYSTEM,C,D1,T2,NAPA  ,SW
CA2810012,PACIFIC UNION COLLEGE,C,D2,T1,NAPA  ,GW
CA2810013,BERRYESSA HIGHLANDS,C,D1,T3,NAPA  ,SW
CA2810014,SPANISH FLAT WATER DISTRICT,C,D1,T2,NAPA  ,SW
CA2900502,FLORISTON WATER SYSTEM,C,D1,T2,NEVADA  ,GU
CA2900511,SHADY LAKE WATER ASSOCIATION,C,D1,There are no treatment plants,NEVADA  ,GW
CA2900523,WASHINGTON WATER DISTRICT,C,D1,T2,NEVADA  ,SW
CA2900529,GOLD COUNTRY HOME PARK - WATER SYSTEM,C,D1,T1,NEVADA  ,GW
CA2900530,ROUGH & READY VILLAGE,C,D1,T1,NEVADA  ,GW
CA2900531,CREEKSIDE VILLAGE,C,D1,There are no treatment plants,NEVADA  ,GW
CA2900541,CHRISTIAN ENCOUNTER MINISTRIES,C,D1,There are no treatment plants,NEVADA  ,GW
CA2900546,SIERRA FRIENDS CENTER,C,D1,There are no treatment plants,NEVADA  ,GW
CA2900548,SIERRA ESTATES MUTUAL WATER COMPANY,C,D1,T1,NEVADA  ,GW
CA2900562,ANANDA VILLAGE,C,D1,T1,NEVADA  ,GW
CA2910001,CITY OF GRASS VALLEY,C,D2,T3,NEVADA  ,SW
CA2910002,CITY OF NEVADA CITY,C,D2,T3,NEVADA  ,SW
CA2910003,"TRUCKEE-DONNER PUD, MAIN",C,D4,T2,NEVADA  ,GW
CA2910004,"NEVADA ID - E. GEORGE, BANNER MOUNTAIN",C,D4,T5,NEVADA  ,SW
CA2910006,NEVADA ID - LOMA RICA,C,D4,T4,NEVADA  ,SW
CA2910010,TRUCKEE-DONNER PUD - HIRSCHDALE,C,D1,T2,NEVADA  ,GW
CA2910011,PLAVADA COMMUNITY ASSOCIATION,C,D1,T2,NEVADA  ,GW
CA2910013,WASHINGTON RIDGE C.C.,C,D1,T1,NEVADA  ,GW
CA2910014,NEVADA ID - LAKE OF PINES,C,D2,T3,NEVADA  ,SW
CA2910016,DONNER SUMMIT PUBLIC UTILITY DISTRICT,C,D1,T2,NEVADA  ,SW
CA2910023,NEVADA ID - LAKE WILDWOOD,C,D3,T3,NEVADA  ,SW
CA3000519,HYNES ESTATES MUTUAL WATER CO.,C,D1,There are no treatment plants,ORANGE  ,GW
CA3000585,PAGE AVENUE MUTUAL WATER COMPANY,C,D1,TD,ORANGE  ,GW
CA3000618,LIBERTY PARK WATER ASSOCIATION,C,D1,There are no treatment plants,ORANGE  ,GW
CA3000825,SOUTH MIDWAY CITY MUTUAL WATER CO.,C,D1,TD,ORANGE  ,GW
CA3010001,CITY OF ANAHEIM,C,D5,T5,ORANGE  ,SW
CA3010002,CITY OF BREA,C,D4,There are no treatment plants,ORANGE  ,SWP
CA3010003,CITY OF BUENA PARK,C,D5,TD,ORANGE  ,SWP
CA3010004,MESA  WATER DISTRICT,C,D5,T2,ORANGE  ,SWP
CA3010008,EASTSIDE WATER ASSOCIATION,C,D2,TD,ORANGE  ,GW
CA3010010,CITY OF FULLERTON,C,D5,T2,ORANGE  ,SWP
CA3010017,LAGUNA BEACH COUNTY WD,C,D4,Missing treatment classification in SDWIS,ORANGE  ,SWP
CA3010018,CITY OF LA HABRA,C,D5,T2,ORANGE  ,SWP
CA3010022,GOLDEN STATE WC - WEST ORANGE COUNTY,C,D5,T1,ORANGE  ,SWP
CA3010023,CITY OF NEWPORT BEACH,C,D5,T3,ORANGE  ,SWP
CA3010027,CITY OF ORANGE,C,D5,T1,ORANGE  ,SWP
CA3010030,CITY OF SAN JUAN CAPISTRANO,C,D4,There are no treatment plants,ORANGE  ,SWP
CA3010035,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,C,D5,T1,ORANGE  ,SWP
CA3010036,CITY OF SAN CLEMENTE,C,D5,T2,ORANGE  ,SWP
CA3010037,YORBA LINDA WATER DISTRICT,C,D5,T3,ORANGE  ,SWP
CA3010038,CITY OF SANTA ANA,C,D5,T3,ORANGE  ,SWP
CA3010041,CITY OF SEAL BEACH,C,D3,TD,ORANGE  ,SWP
CA3010042,SOUTH COAST WATER DISTRICT,C,D4,T2,ORANGE  ,SWP
CA3010046,CITY OF TUSTIN,C,D4,T3,ORANGE  ,SWP
CA3010047,GOLDEN STATE WC - COWAN HEIGHTS,C,D3,T1,ORANGE  ,SWP
CA3010053,CITY OF HUNTINGTON BEACH,C,D5,T2,ORANGE  ,SWP
CA3010062,CITY OF GARDEN GROVE,C,D4,T3,ORANGE  ,SWP
CA3010064,CITY OF WESTMINSTER,C,D4,TD,ORANGE  ,SWP
CA3010068,EAST ORANGE COUNTY WD - RZ,C,D3,T1,ORANGE  ,SWP
CA3010069,CITY OF FOUNTAIN VALLEY,C,D5,T2,ORANGE  ,SWP
CA3010071,JOINT REGIONAL WATER SUPPLY SYSTEM,C,D4,Missing treatment classification in SDWIS,ORANGE  ,SWP
CA3010073,MOULTON NIGUEL WATER DISTRICT,C,D5,There are no treatment plants,ORANGE  ,SWP
CA3010079,EL TORO WATER DISTRICT,C,D5,There are no treatment plants,ORANGE  ,SWP
CA3010082,SERRANO WATER DISTRICT,C,D2,T3,ORANGE  ,SW
CA3010092,IRVINE RANCH WATER DISTRICT,C,D5,T5,ORANGE  ,SW
CA3010093,EAST ORANGE COUNTY WD - WZ,C,D4,Missing treatment classification in SDWIS,ORANGE  ,SWP
CA3010094,TRABUCO CANYON WATER DISTRICT,C,D4,T3,ORANGE  ,SWP
CA3010097,MIDWAY CITY MUTUAL WC,C,D2,TD,ORANGE  ,GW
CA3010100,CITY OF LA PALMA,C,D3,T2,ORANGE  ,SWP
CA3010101,SANTA MARGARITA WATER DISTRICT,C,D5,TD,ORANGE  ,SWP
CA3010120,SAN JUAN BASIN AUTHORITY,C,D3,T3,ORANGE  ,GW
CA3100011,AUBURN VALLEY COMMUNITY SERVICE DIS,C,D1,T1,PLACER  ,GW
CA3100014,BAKER RANCH WATER CORP,C,D1,There are no treatment plants,PLACER  ,GW
CA3100029,TAHOE CITY PUD - TIMBERLAND,C,D1,There are no treatment plants,PLACER  ,GW
CA3100038,HEATHER GLEN COMMUNITY SERVICE DIST,C,D1,T2,PLACER  ,SW
CA3100040,SHADY GLEN COMM WATER SYSTEM,C,D1,T2,PLACER  ,SW
CA3100041,ALPINE MEADOWS PROPERTY OWNERS ASSO,C,D1,T3,PLACER  ,SW
CA3100043,GOLD HILL MOBILEHOME PARK,C,D1,TD,PLACER  ,GW
CA3100058,DUTCH FLAT MUTUAL,C,D1,T2,PLACER  ,SW
CA3100061,MARIAH APARTMENTS,C,D1,There are no treatment plants,PLACER  ,GW
CA3100069,AUBURN RIDGE WOODS,C,D1,T1,PLACER  ,GW
CA3100528,GOLDEN HILLS MUTUAL WATER CO,C,D1,There are no treatment plants,PLACER  ,SWP
