PWSID,PWS_Name,Primacy_FINAL,Final_inst_update,Inst_Subtype,SWRCB_LPA,CPUC
CA3600185,OAK GLEN DOMESTIC WATER,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3600200,RANCHERITOS MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3600209,ROCKY COMFORT MUTUAL WATER CO,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3600258,SKY FOREST MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3600301,STRAWBERRY LODGE MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3600345,WEST END MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3600012,APPLE VALLEY VIEW MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3600027,"BAR ""H"" MWC",LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3600071,CHAMISAL MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3600089,DESERT SPRINGS MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3600123,HI DESERT MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3600180,NAVAJO MWC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3610086,WEST END CONSOLIDATED WATER COMPANY,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700866,DEL DIOS MUTUAL WATER COMPANY,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700937,LAZY H MUTUAL WATER COMPANY,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700933,PALOMAR MOUNTAIN MUTUAL WATER CO.,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700936,RANCHO ESTATES MUTUAL WATER CO.,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3710012,RANCHO PAUMA MUTUAL WC,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700934,PAUMA VALLEY WATER COMPANY,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700918,RANCHO SANTA TERESA MW CO.,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700073,H & J WATER COMPANY,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700422,LAGUNA MOUNTIAN MUTUAL WATER CO.,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700923,LAKE MORENA OAK SHORES MWC,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700958,LOS TULES MUTUAL WATER COMPANY,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700905,PINE HILLS MUTUAL WATER COMPANY,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3710039,PINE VALLEY MUTUAL WC,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700277,SUNRISE ESTATES MUTUAL WATER COMPANY,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3701747,NORTH PEAK MUTUAL WATER COMPANY,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3700897,GUATAY MUTUAL BENEFIT CORPORATION,DISTRICT 26 - IMPERIAL,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3910022,LITTLE POTATO SLOUGH MUTUAL,DISTRICT 10 - STOCKTON,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA3900733,COUNTRY CLUB VISTA MUTUAL WATER CO,LPA69 - SAN JOAQUIN COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA3900505,FARMINGTON WATER COMPANY,LPA69 - SAN JOAQUIN COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000834,ANZA VINEYARD ESTATES MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4010002,ATASCADERO MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4010006,CAYUCOS BEACH MUTUAL WATER COMPANY,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4010015,MORRO ROCK MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4010003,SAN MIGUELITO MWC,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4000716,AVILA VALLEY MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000214,BARON CANYON MUTUAL WATER CO.,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000200,BASSI RANCH MUTUAL WATER CO.,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000805,CALLENDER GROVE MUTUAL WATER,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000230,CANYON CREST MUTUAL BENEFIT WC,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000637,COUNTRY HILLS ESTATES,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000554,GREEN RIVER MUTUAL WATER CO.,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000203,IRISH HILLS MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000705,LAGUNA NEGRA MUTUAL WATER CO.,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000815,LAS VENTANAS RANCH,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000775,MUSTANG SPRINGS MUTUAL WATER,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000803,RANCHO SALINAS MBWC,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000750,RIM ROCK WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000802,SANTA YSABEL RANCH MWC,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000808,MONTE SERENO MUTUAL BENEFIT WATER,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000523,S & T MUTUAL WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000789,SPANISH LAKES MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000765,VARIAN RANCH MUTUAL WATER,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000506,WOODLAND PARK MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000670,WALNUT HILLS MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000631,ALMIRA WATER ASSOCIATION,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4010081,WOODLANDS DEVELOPMENT,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4000744,AFUERA DE CHORRO WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4000202,EDNA VALLEY RANCH EAST,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4100503,BUTANO CANYON MUTUAL,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4100539,KINGS MOUNTAIN PARK MUTUAL,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4100512,LOMA MAR MUTUAL,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4110019,O'CONNOR TRACT CO-OPERATIVE WATER CO.,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4110020,PALO ALTO PARK MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4100555,PORTOLA IMPROVEMENT ASSOCIATION,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4100510,REDWOOD TERRACE MUTUAL,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4100533,SKYLONDA MUTUAL,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4200885,CHALK HILL ESTATES HOA,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4210024,LA CUMBRE MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4200731,ALEGRIA DOMESTIC MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200891,BOBCAT SPRINGS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200800,EAST VALLEY FARMS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200556,FOSTER ROAD MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200572,LAS POSITAS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200612,MEADOWLARK RANCHES MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200733,MONTECITO SEA MEADOWS,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200881,OAK TRAIL ESTATES,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200802,OAK TRAIL RANCH,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200578,PAINTED CAVE,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200531,RANCHO MARCELINO WATER,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200837,RANCHO YNECITA,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200579,ROSARIO PARK,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200714,SAN AUGUSTINE MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200580,SAN MARCOS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200822,SANTA RITA WATER,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200619,SANTA YNEZ RANCHO ESTATES,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200702,VIEJA MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200848,VISTA HILLS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200678,SANTA ANITA MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200703,EL CAPITAN MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200693,ELLWOOD MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200684,LINCOLNWOOD MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200633,LINGATE MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200862,MESA HILLS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200851,ROLLING HILLS MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4200804,WALKING M RANCHES,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4300792,ABORN HEIGHTS WATER MUTUAL ASSOCIATION,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300978,BRUSH AND OLD WELL MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300517,CHEMEKETA PARK MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4301004,EMERALD VALLEY MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300630,FOOTHILL MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300992,GOLDEN HEIGHTS MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300573,GREEN ACRES MUTUAL WATER,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300560,GREEN MOUNTAIN WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300551,HAPPY ACRES MWC,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300521,KENNON WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300522,LAKE CANYON MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300637,LOS RANCHOS DE UVAS WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300525,MELODY WOODS WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300740,MOUNTAIN SPRINGS MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300831,MT. EDEN MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300771,NEW AVENUE MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300979,QUAIL CREEK ESTATES MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300577,RANCHO ROBLES MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4301013,ROCKWOOD ESTATES MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300638,SAN MARTIN FOOTHILLS WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300760,SANTA TERESA MEADOWS WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300545,SARATOGA HEIGHTS MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300546,SIERRA ROAD IMPROVEMENT ASSOCIATION INC,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300571,SULLIVAN MUTUAL WATER,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300770,THREE SPRINGS RANCH MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300550,VISTA GRANDE WATER USERS ASSOCIATION,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300562,ROSEVIEW HEIGHTS MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300856,SPRING VALLEY HEIGHTS ASSOCIATION INC,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300996,VALLEY VIEW RANCHES,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4300520,RAINERI MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4400642,CATHEDRAL WOOD MUTUAL WATER COMPANY,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4410016,FOREST LAKES MWC,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4400631,LAS CUMBRES MUTUAL WATER CO,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4400621,RIVER GROVE MUTUAL WATER ASSN,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4400559,SUMMIT MUTUAL WATER COMPANY,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4400595,VILLA DEL MONTE MWC,DISTRICT 05 - MONTEREY,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4400692,ALLAN LANE WATER ASSOCIATION,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4400526,BIG REDWOOD PARK WATER,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4400652,"CATHEDRAL HILLS MWC, INC",LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4400645,HIDDEN MEADOW MUTUAL WATER CO,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4400611,JARVIS MUTUAL WATER SYSTEM,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4400665,MEADOWRIDGE MUTUAL WATER CO,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4400618,RIDGE MUTUAL WATER COMPANY,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4400617,SUMMIT WEST MUTUAL WATER CO.,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4400502,TROUT GULCH MUTUAL WATER COMPANY,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4400558,SAN ANDREAS MUTUAL WATER CO,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4400684,APTOS RIDGE MUTUAL WATER CO,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4400582,PINE TREE LANE MUTUAL WATER CO,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4400599,SUNSET BEACH MUTUAL WATER CO,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4500023,HAT CREEK HIGHLANDS MUTUAL WATER CO,DISTRICT 02 - LASSEN,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4500014,LAKESHORE HEIGHTS MUTUAL WATER,DISTRICT 02 - LASSEN,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4510009,SHASTA FOREST VILLAGE M.W.C.,DISTRICT 02 - LASSEN,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4500210,LASSEN PINES MUTUAL WATER CO INC,DISTRICT 02 - LASSEN,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4500027,BIG SPRINGS MUTUAL WATER SYSTEM,LPA75 - SHASTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4500003,MEL MAR MUTUAL WATER CO,LPA75 - SHASTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4500195,STARLITE PINES MUTUAL WATER CO INC,LPA75 - SHASTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4500007,VERDE VALE WATER COMPANY,LPA75 - SHASTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4500204,WHITE OAK MUTUAL WATER COMPANY,LPA75 - SHASTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4500235,WOODRIDGE MUTUAL WATER CO,LPA75 - SHASTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4500173,CASSEL PARK MUTUAL WATER CO,LPA75 - SHASTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4500009,CORTLAND PINES MUTUAL WATER CO,LPA75 - SHASTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4500008,LAKESHORE VILLA MUTUAL WATER CO,LPA75 - SHASTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4500013,LAKESIDE WOODS MUTUAL WATER CO,LPA75 - SHASTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4500012,CASCADE RACQUET CLUB MUTUAL WATER,LPA75 - SHASTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4500016,LAKEHEAD SUBD MUTUAL WATER CO,LPA75 - SHASTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA4700551,COPCO LAKE MWC,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4700549,LAKE SISKIYOU M.W.C.,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4700872,MONTE SHASTA M.W.C.,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4700528,SISKIYOU CO. ROLLING HILLS MWC,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4700880,SISKIYOU LAKE HIGHLANDS MWC,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4700686,SUN MOUNTAIN M.W.C.,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4700638,OAK VALLEY ACRES P.O.A.,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4800589,CRESTA MESA PARQUE,DISTRICT 04 - SAN FRANCISCO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900612,HEIGHTS MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900905,MARK WEST MEADOWS MUTUAL WATER,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900646,ALEXANDER VALLEY ACRES WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900673,ATHENA TERRACE MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900620,AUSTIN ACRES MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900630,AUSTIN CREEK MUTUAL (SPRINGHILL),DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900558,BELMONT TERRACE MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900585,BENNETT RIDGE MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4901071,BOULEVARD HEIGHTS MUTUAL WATER,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900545,"BRANGER MUTUAL WATER COMPANY, INC.",DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900578,CARMET BY THE SEA WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900562,DIAMOND A MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4901246,DOWNTOWN GRATON MUTUAL WATER SYSTEM,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900547,END-O-VALLEY MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900559,FIRCREST MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900973,GEORGE RANCH MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900521,GILL CREEK MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900512,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4901309,HILTON MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900548,HOLLAND HEIGHTS MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA4900634,HUCKLEBERRY MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Mutual Water Company,SWRCB,NO
