"","PWSID","PWS_Name","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET","Intend.to.apply.","Application.complete.","Type","Principal.County.Served","Primary.Source.Water.Type","Source","Purchased","LN_POP","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","hasnotreceivedfunding","didnotapplycovid","SC3i_Count_Distribution","Service_disruptions","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any","FAILING","MHI_KD","Percent.hispanicorlatino","Percent.white","Percent.black","Percent.asian","Percent.renter"
"689","CA3610053","WESTERN HEIGHTS WATER COMPANY","DISTRICT 27 - MOJAVE","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,2307,7521,75047.63481,24.07821856,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","VERY HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","No","C","SAN BERNARDINO  ","SWP","SW","Purchased",8.92558733903028,"2","2","No","No","NONE","Yes","2","0","No","1","1","0","0","0","0","Not failing",NA,37.5899204507077,50.8225861284404,0.462709700301958,5.42039582792633,32.6913060156734
"690","CA3600025","BAR-LEN MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,42,124,62883,31.88188939,"Failing",1,480800,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","2.5% or greater","Did not complete survey","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",4.8283137373023,"1","2","Yes","Yes","NONE","No","2","1","Yes","2","1","1","1","1","1","Failing",77883,27.8827361563518,63.5830618892508,2.21498371335505,0,47.1744471744472
"691","CA3600064","CAMP WATERMAN MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,30,55,121750,26.77085811,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","HIGH","UNKNOWN","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",4.02535169073515,NA,NA,"No",NA,"NONE",NA,"2","0","No",NA,NA,"0","0","0","0","Not failing",136750,26.7576791808874,48.4641638225256,5.25597269624573,3.00341296928328,17.9166666666667
"692","CA3600070","CENTER WATER CO","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,50,662,55825.85178,28.86114639,"Not At-Risk",1,491100,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",6.49677499018586,"2","2","Yes",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",48292.6931628049,36.9591458953276,52.0225142113791,2.3647384783553,1.80411673209736,28.22843496247
"693","CA3600088","DESERT DAWN MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,45,150,21490,28.96574767,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",5.01727983681492,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",29517,29.4594594594595,57.7702702702703,0,3.17567567567568,21.2317666126418
"694","CA3600107","FOREST PARK MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,96,415,52463,14.52605013,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","Less than 1.5%","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",6.03068526026126,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",67463,11.0310021629416,73.7563085796684,0.865176640230714,0,37.7495462794918
"695","CA3600297","GORDON ACRES WATER CO","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,85,200,5313,29.23705906,"Failing",1,2370318.02,"YES","NO","NO","NO","NO","HIGH","NONE","HIGH","MEDIUM","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH",NA,"NONE","2.5% or greater","Did not complete survey","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",5.30330490805908,"1","2","Yes","Yes","NONE","No","2","0","No","2","1","0","0","2","1","Failing",NA,14.6596858638743,65.0523560209424,1.83246073298429,5.23560209424084,51.2893982808023
"696","CA3600156","LUCERNE VALLEY MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,69,275,45539.2736,28.88768991,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","2.5% or greater","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",5.62040086571715,"1","2","No",NA,"NONE",NA,"2","2","Yes","2","1","1","1","0","0","Not failing",42031.5223498127,34.890054367679,53.5189054913916,1.57834440710198,2.29056538839184,25.9979507601171
"697","CA3600157","LUCERNE VISTA MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,70,224,31617,28.96574767,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","HIGH","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Did not complete survey","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",5.41610040220442,"1","2","No","No","NONE","Yes","2",NA,NA,"2","1","0","0","0","0","Not failing",44643,32.5,57.2619047619048,3.69047619047619,0.416666666666667,24.7572815533981
"698","CA3600184","NORTH SHORE MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,32,7,120417,25.99278326,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","HIGH","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","HIGH",NA,"No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",2.07944154167984,NA,NA,"No","No","NONE","Yes",NA,"0","No",NA,NA,"0","0","2","1","Not failing",135417,1.40515222482436,97.1896955503513,0,0,28.0952380952381
"699","CA3600185","OAK GLEN DOMESTIC WATER","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,50,175,86016,12.00655426,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",5.17048399503815,"2","2","No",NA,"NONE",NA,"2","1","Yes","1","1","1","1","0","0","Not failing",NA,11.6306294420661,82.4825469208216,0.0194475771674224,3.08892209443761,0.132504630731511
"700","CA3600200","RANCHERITOS MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,292,812,88684.30104,16.390882,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Less than 1.5%","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",6.70073110954781,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",96216.678314717,31.599423311778,67.1675208959169,0.0196938064185823,0.11556450887165,22.0861617992131
"701","CA3600209","ROCKY COMFORT MUTUAL WATER CO","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,33,160,59063,24.35484955,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","VERY HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN BERNARDINO  ","SWP","SW","Purchased",5.08140436498446,"2","2","No","No","High","Yes","2","0","No","1","1","0","0","0","0","Not failing",74063,22.2629649030906,69.4080670508119,2.46202200104767,1.57150340492404,10.983606557377
"702","CA3600258","SKY FOREST MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,159,492,104120.7151,22.53557319,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","Less than 1.5%","No","No","C","SAN BERNARDINO  ","SWP","SW","Purchased",6.20050917404269,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","1","1","Not failing",127635.658422769,24.1711957985746,73.8823873275542,0.203434390019049,0,19.7438806484318
"703","CA3600301","STRAWBERRY LODGE MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,137,381,56082.0034,24.90605536,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH",NA,"NONE","Less than 1.5%","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",5.94542060860658,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",68523.056277678,43.1932836506433,41.6911948858271,10.2222350972133,3.54658273506948,34.8904462742181
"704","CA3600345","WEST END MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,32,90,21490,28.96574767,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","MEDIUM","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","2.5% or greater","Did not complete survey","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",4.51085950651685,"1","2","No","No","NONE","Yes","2","0","No","2","1","0","0","0","0","Not failing",29517,29.4594594594595,57.7702702702703,0,3.17567567567568,21.2317666126418
"705","CA3600012","APPLE VALLEY VIEW MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,89,290,59630,28.7507149,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",5.67332326717149,"2","2","No","No","NONE","Yes","2","0","No","1","1","0","0","1","1","Failing",74630,41.780199818347,56.9482288828338,0.181653042688465,0,13.0331753554502
"706","CA3600027","BAR ""H"" MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,45,260,80566.80639,28.7512282,"Failing",1,0,"YES","NO","NO","YES","NO","NONE","HIGH","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH",NA,"HIGH","2.5% or greater","Did not complete survey","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",5.56452040732269,"1","2","No","No","NONE","Yes","2","0","No","2","1","0","0","2","1","Failing",95665.7180004807,48.9415533075459,42.5188866602892,5.66264943036972,5.74409601460573e-05,46.4242051520038
"707","CA3600071","CHAMISAL MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,29,63,31131,50.66843792,"Failing",1,0,"NO","NO","NO","NO","YES","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","NONE","HIGH","HIGH",NA,"NONE","UNKNOWN","Did not complete survey","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",4.15888308335967,NA,"2","No","No","High","Yes","2","0","No","1","1","0","0","0","0","Failing",46131,64.6184340931616,21.4073339940535,6.44202180376611,0.396432111000991,27.741935483871
"708","CA3600089","DESERT SPRINGS MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,79,325,31618.54383,28.96574767,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",5.78689738136671,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",44849.4687084741,32.5970547472492,57.1748764946372,3.70211796006749,0.414207415868016,24.8449590019411
"709","CA3600123","HI DESERT MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,42,112,62883,31.88188939,"Failing",1,484500,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE",NA,"Did not complete survey","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",4.72738781871234,NA,NA,"Yes","Yes","NONE","No",NA,"0","No",NA,NA,"0","0","1","1","Failing",77883,27.8827361563518,63.5830618892508,2.21498371335505,0,47.1744471744472
"710","CA3600180","NAVAJO MWC","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,80,264,28214.11867,16.28831312,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",5.57972982598622,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",43161.5780963699,41.0423920157013,41.3815478808075,13.8867827032278,0.986554797263081,41.4119298803039
"711","CA3610086","WEST END CONSOLIDATED WATER COMPANY","DISTRICT 27 - MOJAVE","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,2,0,76876.7758,9.942846542,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",0,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","CA3700866","DEL DIOS MUTUAL WATER COMPANY","DISTRICT 14 - SAN DIEGO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,148,330,106109.2493,5.034938983,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Less than 1.5%","No","No","C","SAN DIEGO  ","SWP","SW","Purchased",5.80211837537706,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",118238.635475993,11.6390956492323,83.2037706973558,0,2.60811623151595,7.67198913744941
"713","CA3700937","LAZY H MUTUAL WATER COMPANY","DISTRICT 14 - SAN DIEGO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,43,142,100199,16.77714628,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","No","No","C","SAN DIEGO  ","GW","GW","Self-produced",4.96284463025991,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",113609,22.0588235294118,45.5882352941176,3.48583877995643,5.28322440087146,15.8154859967051
"714","CA3700933","PALOMAR MOUNTAIN MUTUAL WATER CO.","DISTRICT 14 - SAN DIEGO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,197,560,86602.29854,15.93318668,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","Less than 1.5%","Did not complete survey","No","C","SAN DIEGO  ","GW","GW","Self-produced",6.3297209055227,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",94043,6.35593220338983,81.638418079096,0,0,24.1525423728814
"715","CA3700936","RANCHO ESTATES MUTUAL WATER CO.","DISTRICT 14 - SAN DIEGO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,90,200,81250,23.8943545,"Not At-Risk",0.5,217238,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","UNKNOWN","Did not complete survey","No","C","SAN DIEGO  ","GW","GW","Self-produced",5.30330490805908,NA,NA,"Yes",NA,"NONE",NA,"2","0","No",NA,NA,"0","0","0","0","Not failing",NA,8.72718420507281,56.0695050696697,0.401221594800875,2.10620698736238,18.2459693978577
"716","CA3710012","RANCHO PAUMA MUTUAL WC","DISTRICT 14 - SAN DIEGO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,387,899,105027.5328,16.77714628,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"No","No","C","SAN DIEGO  ","GW","GW","Self-produced",6.80239476332431,NA,NA,"No",NA,"NONE",NA,NA,"0","No",NA,NA,"0","0","0","0","Not failing",112385.639484762,15.2633876531233,61.9324874677322,1.6587396693067,1.05923401095088,11.2800729207879
"717","CA3700934","PAUMA VALLEY WATER COMPANY","DISTRICT 14 - SAN DIEGO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,76,193,85553.11837,22.44011634,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","HIGH","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH","Less than 1.5%","Yes","Yes","C","SAN DIEGO  ","GW","GW","Self-produced",5.26785815906333,"2","2","No","No","NONE","Yes","1","0","No","0","0","0","0","2","1","Failing",NA,18.2069397117411,53.5638738949014,1.6962431958759,2.58353822101723,15.7576183330347
"718","CA3700918","RANCHO SANTA TERESA MW CO.","DISTRICT 14 - SAN DIEGO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,38,102,139848.0796,13.96248271,"Failing",0,0,"YES","YES","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","Less than 1.5%","No","No","C","SAN DIEGO  ","GW","GW","Self-produced",4.63472898822964,"2","2","No","No","NONE","Yes","2","0","No","1","1","0","0","1","1","Failing",153015.771946458,21.7982907819479,64.6365879521,1.71928479394213,0.0031050963824469,11.5122769610093
"719","CA3700073","H & J WATER COMPANY","DISTRICT 26 - IMPERIAL","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,39,86,66274,13.57602479,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Did not complete survey","No","C","SAN DIEGO  ","GW","GW","Self-produced",4.46590811865458,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",NA,31.3915817173421,68.6084182826579,0,0,19.1230425776538
"720","CA3700422","LAGUNA MOUNTIAN MUTUAL WATER CO.","DISTRICT 26 - IMPERIAL","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,30,100,50145,10.17070921,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN DIEGO  ","GW","GW","Self-produced",4.61512051684126,"2","2","No",NA,"High",NA,"2","0","No","1","1","0","0","0","0","Not failing",65145,19.1139240506329,71.1392405063291,5.9493670886076,0,22.5352112676056
"721","CA3700923","LAKE MORENA OAK SHORES MWC","DISTRICT 26 - IMPERIAL","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,201,670,84500,32.33980451,"At-Risk",1,756500,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","HIGH","NONE","NONE","NONE","NONE","UNKNOWN","No","No","C","SAN DIEGO  ","GW","GW","Self-produced",6.50876913697168,NA,"1","Yes","Yes","NONE","No","2","0","No","2","1","0","0","1","1","Not failing",92000,21.6701902748414,75.8280479210712,1.23326286116984,0.387596899224806,15.7534246575342
"722","CA3700958","LOS TULES MUTUAL WATER COMPANY","DISTRICT 26 - IMPERIAL","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,116,238,39352,15.71377926,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","No","No","C","SAN DIEGO  ","GW","GW","Self-produced",5.47646355193151,"1","2","No",NA,"NONE",NA,"2","0","No","2","1","0","0","0","0","Not failing",54352,18.4639255236618,63.3824670287044,0.775795190069821,9.38712179984484,12.3481781376518
"723","CA3700905","PINE HILLS MUTUAL WATER COMPANY","DISTRICT 26 - IMPERIAL","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,232,760,57645,13.56778624,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","HIGH","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SAN DIEGO  ","GW","GW","Self-produced",6.63463335786169,"2","2","No",NA,"NONE",NA,"1","0","No","0","0","0","0","1","1","Not failing",NA,19.6704882562456,78.1924731161747,0.136695286081324,0,27.1809770814529
"724","CA3710039","PINE VALLEY MUTUAL WC","DISTRICT 26 - IMPERIAL","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,721,2645,108740.0865,10.17070921,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN DIEGO  ","GW","GW","Self-produced",7.8808043446749,"2","2","No",NA,"NONE",NA,"2","4","Yes","1","1","1","1","1","1","Not failing",116584.907766819,19.5448508235397,66.9202045312866,1.05100857916784,1.92499331214529,7.08014365823229
"725","CA3700277","SUNRISE ESTATES MUTUAL WATER COMPANY","DISTRICT 26 - IMPERIAL","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,46,150,117121,17.17776033,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN DIEGO  ","GW","GW","Self-produced",5.01727983681492,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",132121,39.1675560298826,38.3404482390608,11.1526147278549,6.59018143009605,12.6582278481013
"726","CA3701747","NORTH PEAK MUTUAL WATER COMPANY","DISTRICT 26 - IMPERIAL","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,89,298,50145,12.85575021,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","MEDIUM","NONE","NONE","NONE","NONE","2.5% or greater","No","No","C","SAN DIEGO  ","GW","GW","Self-produced",5.70044357339069,"1","1","No",NA,"NONE",NA,"2","1","Yes","3","1","1","1","0","0","Not failing",NA,5.88458451395067,93.7847784511817,0.201817410893222,0,6.14681440165958
