"","PWSID","PWS_Name","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","Intend.to.apply.","Application.complete.","Type","Principal.County.Served","Primary.Source.Water.Type","Source","Purchased","LN_POP","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL_BI","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","hasnotreceivedfunding","didnotapplycovid","TMF_combined_count","TMF_combined_any","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any"
"375","CA1200590","MOONSTONE HEIGHTS MWA","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,16,33,71000,10.99230037,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","HIGH","No","No","C","HUMBOLDT  ","GW","GW","Self-produced",3.52636052461616,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","0","0","2","1","2","1","0","0"
"376","CA1300514","COYOTE VALLEY MUTUAL WATER CO","LPA43 - IMPERIAL COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,124,125,25375,19.46242645,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","IMPERIAL  ","GW","GW","Self-produced",4.83628190695148,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"377","CA1300513","OCOTILLO MUTUAL WATER CO","LPA43 - IMPERIAL COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,113,150,25375,19.46242645,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","HIGH","UNKNOWN","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","IMPERIAL  ","GW","GW","Self-produced",5.01727983681492,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"378","CA1300664","RIVERFRONT MUTUAL WATER COMPANY","LPA43 - IMPERIAL COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,10,25,5677,25.76860601,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE",NA,"NONE",NA,NA,"C","IMPERIAL  ","GW","GW","Self-produced",3.25809653802148,"NONE","NONE","HIGH","NONE","No",NA,NA,NA,"0","0","1","1","1","1","0","0"
"379","CA1400066","ASPENDELL MUTUAL WATER COMPANY","DISTRICT 13 - SAN BERNARDINO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,94,60,60208,15.06362095,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","No","No","C","INYO  ","GW","GW","Self-produced",4.11087386417331,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","1","1","1","1"
"380","CA1400027","CARTAGO MUTUAL WATER COMPANY","DISTRICT 13 - SAN BERNARDINO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,40,132,52917,23.55490275,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","INYO  ","GW","GW","Self-produced",4.89034912822175,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"381","CA1400111","MEADOWCREEK MUTUAL WATER COMPANY","DISTRICT 13 - SAN BERNARDINO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,284,764,86651.54041,10.62116256,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","INYO  ","GW","GW","Self-produced",6.63987583382654,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"382","CA1400072","NORTH LONE PINE MUTUAL WATER COMPANY","DISTRICT 13 - SAN BERNARDINO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,33,70,30284,23.55490275,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","INYO  ","GW","GW","Self-produced",4.26267987704132,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"383","CA1400110","PARK WEST MUTUAL WATER COMPANY","DISTRICT 13 - SAN BERNARDINO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,67,188,102750,7.545935143,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","INYO  ","GW","GW","Self-produced",5.24174701505964,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"384","CA1400031","RANCH ROAD ESTATES MUTUAL WATER COMPANY","DISTRICT 13 - SAN BERNARDINO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,27,65,54063,7.545935143,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","INYO  ","GW","GW","Self-produced",4.18965474202643,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"385","CA1400025","VALLEY VISTA MUTUAL WATER COMPANY","DISTRICT 13 - SAN BERNARDINO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,25,70,74896,15.06362095,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","INYO  ","GW","GW","Self-produced",4.26267987704132,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"386","CA1400135","WILSON CIRCLE MUTUAL WATER COMPANY","DISTRICT 13 - SAN BERNARDINO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,48,107,65818.44631,10.62116256,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","INYO  ","GW","GW","Self-produced",4.68213122712422,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"387","CA1400024","ROCKING K RANCH ESTATES MUTUAL WATER CO.","DISTRICT 13 - SAN BERNARDINO","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,14,25,60208,15.06362095,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","No","No","C","INYO  ","GW","GW","Self-produced",3.25809653802148,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","1","1","1","1"
"388","CA1400056","BROOKSIDE ESTATES MUTUAL WATER COMPANY","DISTRICT 27 - MOJAVE","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,21,59,54063,7.545935143,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","INYO  ","GW","GW","Self-produced",4.0943445622221,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"389","CA1400026","RAWSON CREEK MUTUAL WATER COMPANY","DISTRICT 27 - MOJAVE","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,40,90,74896,15.06362095,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH","No","No","C","INYO  ","GW","GW","Self-produced",4.51085950651685,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"390","CA1400070","SIERRA GRANDE ESTATES MUTUAL WATER CO.","DISTRICT 27 - MOJAVE","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,49,138,74896,15.06362095,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","No","No","C","INYO  ","GW","GW","Self-produced",4.93447393313069,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"391","CA1500566","SPRING MOUNTAIN MUTUAL WATER COMPANY","DISTRICT 19 - TEHACHAPI","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,13,26,NA,29.09963787,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","NONE","NONE","VERY HIGH","HIGH","HIGH","HIGH","NONE","NONE","NONE","NONE","HIGH","HIGH","No","No","C","KERN  ","GWP","GW","Purchased",3.29583686600433,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","1","1","1","1","3","1","0","0"
"392","CA1500543","AGAPE MUTUAL WATER SYSTEM","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,16,50,166563,16.51611561,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",3.93182563272433,"NONE","NONE","NONE","HIGH","No",NA,NA,"Yes","0","0","2","1","0","0","0","0"
"393","CA1500409","BROCK MUTUAL WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,155,462,81484.4732,16.8561575,"Failing",0,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","No","C","KERN  ","GW","GW","Self-produced",6.13772705408623,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","0","0","1","1","1","1","1","1"
"394","CA1500599","CHOCTAW VALLEY MUTUAL WATER CO.","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,18,44,70682,17.03190629,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",3.80666248977032,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"395","CA1500296","FULLER ACRES MUTUAL WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,165,545,30063,63.92641163,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","KERN  ","GW","GW","Self-produced",6.3026189757449,"NONE","NONE","HIGH","NONE","No","No","Yes","No","0","0","1","1","1","1","1","1"
"396","CA1500546","HARVEST MOON MUTUAL WATER CO","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,49,138,166563,16.51611561,"Failing",0,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","MEDIUM","HIGH","NONE","NONE","NONE","NONE","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",4.93447393313069,"NONE","NONE","HIGH","HIGH","No","No","Yes","Yes","0","0","3","1","0","0","1","1"
"397","CA1500378","MAHER MUTUAL WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,50,150,79347,17.56942125,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",5.01727983681492,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","0","0","1","1"
"398","CA1500535","MANON MANOR MUTUAL WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,55,200,106094,16.51611561,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","UNKNOWN","HIGH","NONE","NONE","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",5.30330490805908,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","0","0","1","1"
"399","CA1502645","MEADOWS OF THE KERN MUTUAL WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,16,32,111167,42.31343281,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",3.49650756146648,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"400","CA1500555","MUSTANG MUTUAL WATER SYSTEM","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,51,200,121809,13.85293756,"Failing",0,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",5.30330490805908,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","0","0","1","1","2","1","1","1"
"401","CA1503669","NORTH KRANENBURG WS","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,9,28,166563,16.51611561,"Failing",0,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","No","No","C","KERN  ","GW","GW","Self-produced",3.36729582998647,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","1","1","1","1","2","1","1","1"
"402","CA1510015","OILDALE MWC","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,12683,39756,52847.51724,48.09685279,"Not At-Risk",NA,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","KERN  ","SWP","SW","Purchased",10.5905412052075,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"403","CA1502620","POND MUTUAL WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,18,48,19995,55.30997196,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",3.89182029811063,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","0","0","2","1","2","1","0","0"
"404","CA1500561","ROUND MOUNTAIN WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,17,50,111167,42.31343281,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","MEDIUM","NONE","HIGH","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",3.93182563272433,"NONE","NONE","NONE","HIGH","No","No","Yes","Yes","0","0","2","1","1","1","1","1"
"405","CA1500575","SAN JOAQUIN ESTATES MUTUAL WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,61,165,25000,43.92096534,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",5.11198778835654,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","0","0","2","1","2","1","1","1"
"406","CA1500507","ST. CLAIR RANCHOS MUTUAL WATER CO.","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,32,105,54848.0609,16.51611561,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","HIGH","No","No","C","KERN  ","GW","GW","Self-produced",4.66343909411207,"NONE","HIGH","NONE","HIGH","No","No","Yes","Yes","0","0","2","1","2","1","1","1"
"407","CA1500211","STOCKDALE ANNEX MUTUAL WATER","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,143,433,140878.3718,17.97750501,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",6.0730445341004,"NONE","NONE","NONE","HIGH","No","No","Yes","Yes","0","0","2","1","1","1","1","1"
"408","CA1500349","STOCKDALE MUTUAL WATER CO.","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,81,200,179342,17.90707358,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",5.30330490805908,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"409","CA1500557","STOCKDALE RANCHOS MUTUAL WATER CO","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,95,393,99663,12.9024644,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",5.97635090929793,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"410","CA1502663","TOWN & COUNTRY WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,22,73,163529.1666,8.129167305,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",4.30406509320417,"NONE","NONE","NONE","HIGH","No","No","Yes","Yes","0","0","2","1","1","1","1","1"
"411","CA1500593","UPLANDS OF THE KERN MUTUAL WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,20,80,111167,42.31343281,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","HIGH","NONE","No","No","C","KERN  ","GW","GW","Self-produced",4.39444915467244,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","1","1","3","1","1","1","0","0"
"412","CA1500231","VICTORY MUTUAL WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,173,849,39102,57.12036776,"Failing",1,0,"YES","NO","NO","NO","YES","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",6.74523634948436,"NONE","NONE","HIGH","HIGH","No","No","Yes","Yes","0","0","3","1","1","1","1","1"
"413","CA1503526","WINI MUTUAL WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,12,29,103140,57.12036776,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","HIGH","NONE","No","No","C","KERN  ","GW","GW","Self-produced",3.40119738166216,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","1","1","2","1","2","1","1","1"
"414","CA1500483","ALLEN ROAD MUTUAL WATER SYSTEM","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,59,195,162465.7992,12.9024644,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","HIGH","NONE","NONE","NONE","HIGH","No","No","C","KERN  ","GW","GW","Self-produced",5.27811465923052,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"415","CA1500289","ATHAL MUTUAL WATER SYSTEM","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,55,150,25759,63.92736714,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",5.01727983681492,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","0","0","2","1","2","1","1","1"
"416","CA1502600","WEGIS MUTUAL WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,23,64,166563,16.51611561,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",4.17438726989564,"NONE","HIGH","NONE","HIGH","No",NA,NA,"Yes","0","0","2","1","2","1","0","0"
"417","CA1503475","WESTERN ACRES MUTUAL WATER COMPANY","DISTRICT 12 - VISALIA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,110,380,87722.30428,60.26788506,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","KERN  ","GW","GW","Self-produced",5.9427993751267,"NONE","NONE","NONE","NONE","No","No","Yes","No","1","1","0","0","1","1","0","0"
"418","CA1500466","A.F.P. MUTUAL WATER COMPANY","DISTRICT 19 - TEHACHAPI","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,216,710,78015,31.66430769,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","HIGH","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",6.56667242980324,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","1","1"
"419","CA1500209","ALTA SIERRA MUTUAL WATER CO.","DISTRICT 19 - TEHACHAPI","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,224,143,NA,29.09963787,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","NONE","NONE",NA,NA,"C","KERN  ","GW","GW","Self-produced",4.969813299576,"NONE","NONE","HIGH","NONE","No",NA,NA,NA,"0","0","1","1","1","1","0","0"
"420","CA1502653","BELLA VISTA MUTUAL WATER COMPANY","DISTRICT 19 - TEHACHAPI","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,46,150,12227,20.45646338,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",5.01727983681492,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"421","CA1500336","BURLANDO HEIGHTS MUTUAL WATER CO.","DISTRICT 19 - TEHACHAPI","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,42,45,31514.95923,29.09963787,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",3.8286413964891,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
